filtering_low,filtering_high,joining,sorting,agregating,grouping,filter_low_pandas,filtering_high_pandas,join_pandas,sort_pandas,agregate_pandas,grouping_pandas,query,pandas_query,iteration,time
True,False,True,True,False,True,True,False,False,False,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,{'FILTER_LOW'},2,0.766395092010498
True,False,True,True,False,True,True,False,False,False,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,{'FILTER_LOW'},3,0.9422781467437744
True,False,True,True,False,True,True,False,False,False,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,{'FILTER_LOW'},4,1.047591209411621
True,False,True,True,False,True,False,False,True,True,False,True,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'JOIN', 'GROUPING'}",0,1.2760722637176514
True,False,True,True,False,True,False,False,True,True,False,True,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'JOIN', 'GROUPING'}",1,1.0824401378631592
True,False,True,True,False,True,False,False,True,True,False,True,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'JOIN', 'GROUPING'}",2,0.9337606430053711
True,False,True,True,False,True,False,False,True,True,False,True,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'JOIN', 'GROUPING'}",3,1.094212293624878
True,False,True,True,False,True,False,False,True,True,False,True,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'JOIN', 'GROUPING'}",4,0.9731926918029785
True,False,True,True,False,True,False,False,True,True,False,False,SELECT disease_indicators.location FROM disease_indicators WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ;,"{'SORTING', 'JOIN'}",0,0.7539091110229492
True,False,True,True,False,True,False,False,True,True,False,False,SELECT disease_indicators.location FROM disease_indicators WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ;,"{'SORTING', 'JOIN'}",1,1.0105550289154053
True,False,True,True,False,True,False,False,True,True,False,False,SELECT disease_indicators.location FROM disease_indicators WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ;,"{'SORTING', 'JOIN'}",2,1.0063049793243408
True,False,True,True,False,True,False,False,True,True,False,False,SELECT disease_indicators.location FROM disease_indicators WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ;,"{'SORTING', 'JOIN'}",3,1.034590244293213
True,False,True,True,False,True,False,False,True,True,False,False,SELECT disease_indicators.location FROM disease_indicators WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ;,"{'SORTING', 'JOIN'}",4,0.9542758464813232
True,False,True,True,False,True,False,False,True,False,False,True,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,"{'JOIN', 'GROUPING'}",0,1.1452231407165527
True,False,True,True,False,True,False,False,True,False,False,True,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,"{'JOIN', 'GROUPING'}",1,1.028064489364624
True,False,True,True,False,True,False,False,True,False,False,True,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,"{'JOIN', 'GROUPING'}",2,0.9441530704498291
True,False,True,True,False,True,False,False,True,False,False,True,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,"{'JOIN', 'GROUPING'}",3,0.9398634433746338
True,False,True,True,False,True,False,False,True,False,False,True,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,"{'JOIN', 'GROUPING'}",4,1.0347237586975098
True,False,True,True,False,True,False,False,True,False,False,False,SELECT disease_indicators.location FROM disease_indicators WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,{'JOIN'},0,0.7091896533966064
True,False,True,True,False,True,False,False,True,False,False,False,SELECT disease_indicators.location FROM disease_indicators WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,{'JOIN'},1,0.9465193748474121
True,False,True,True,False,True,False,False,True,False,False,False,SELECT disease_indicators.location FROM disease_indicators WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,{'JOIN'},2,0.9430248737335205
True,False,True,True,False,True,False,False,True,False,False,False,SELECT disease_indicators.location FROM disease_indicators WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,{'JOIN'},3,0.9404892921447754
True,False,True,True,False,True,False,False,True,False,False,False,SELECT disease_indicators.location FROM disease_indicators WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,{'JOIN'},4,0.9375522136688232
True,False,True,True,False,True,False,False,False,True,False,True,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'GROUPING'}",0,1.1644854545593262
True,False,True,True,False,True,False,False,False,True,False,True,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'GROUPING'}",1,0.91249680519104
True,False,True,True,False,True,False,False,False,True,False,True,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'GROUPING'}",2,0.8730742931365967
True,False,True,True,False,True,False,False,False,True,False,True,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'GROUPING'}",3,0.9165501594543457
True,False,True,True,False,True,False,False,False,True,False,True,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'GROUPING'}",4,1.0219156742095947
True,False,True,True,False,True,False,False,False,True,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ;,{'SORTING'},0,0.6440041065216064
True,False,True,True,False,True,False,False,False,True,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ;,{'SORTING'},1,0.7946500778198242
True,False,True,True,False,True,False,False,False,True,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ;,{'SORTING'},2,0.8803286552429199
True,False,True,True,False,True,False,False,False,True,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ;,{'SORTING'},3,0.891014814376831
True,False,True,True,False,True,False,False,False,True,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ;,{'SORTING'},4,0.8679018020629883
True,False,True,True,False,True,False,False,False,False,False,True,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,{'GROUPING'},0,1.1160345077514648
True,False,True,True,False,True,False,False,False,False,False,True,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,{'GROUPING'},1,0.9277424812316895
True,False,True,True,False,True,False,False,False,False,False,True,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,{'GROUPING'},2,0.8653759956359863
True,False,True,True,False,True,False,False,False,False,False,True,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,{'GROUPING'},3,0.8428592681884766
True,False,True,True,False,True,False,False,False,False,False,True,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,{'GROUPING'},4,0.8074195384979248
True,False,True,True,False,True,False,False,False,False,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,set(),0,0.5206007957458496
True,False,True,True,False,True,False,False,False,False,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,set(),1,0.8317227363586426
True,False,True,True,False,True,False,False,False,False,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,set(),2,0.8291020393371582
True,False,True,True,False,True,False,False,False,False,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,set(),3,0.8307867050170898
True,False,True,True,False,True,False,False,False,False,False,False,SELECT disease_indicators.location FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' GROUP BY disease_indicators.location ORDER BY disease_indicators.location ;,set(),4,0.8072347640991211
True,False,True,True,False,False,True,False,True,True,False,False,SELECT * FROM disease_indicators ;,"{'FILTER_LOW', 'JOIN', 'SORTING'}",0,5.246564149856567
True,False,True,True,False,False,True,False,True,True,False,False,SELECT * FROM disease_indicators ;,"{'FILTER_LOW', 'JOIN', 'SORTING'}",1,5.187604665756226
True,False,True,True,False,False,True,False,True,True,False,False,SELECT * FROM disease_indicators ;,"{'FILTER_LOW', 'JOIN', 'SORTING'}",2,5.2949934005737305
True,False,True,True,False,False,True,False,True,True,False,False,SELECT * FROM disease_indicators ;,"{'FILTER_LOW', 'JOIN', 'SORTING'}",3,5.370555400848389
True,False,True,True,False,False,True,False,True,True,False,False,SELECT * FROM disease_indicators ;,"{'FILTER_LOW', 'JOIN', 'SORTING'}",4,5.369908571243286
True,False,True,True,False,False,True,False,True,False,False,False,SELECT * FROM disease_indicators ORDER BY disease_indicators.location ;,"{'FILTER_LOW', 'JOIN'}",0,11.397584199905396
True,False,True,True,False,False,True,False,True,False,False,False,SELECT * FROM disease_indicators ORDER BY disease_indicators.location ;,"{'FILTER_LOW', 'JOIN'}",1,11.424643278121948
True,False,True,True,False,False,True,False,True,False,False,False,SELECT * FROM disease_indicators ORDER BY disease_indicators.location ;,"{'FILTER_LOW', 'JOIN'}",2,11.242260694503784
True,False,True,True,False,False,True,False,True,False,False,False,SELECT * FROM disease_indicators ORDER BY disease_indicators.location ;,"{'FILTER_LOW', 'JOIN'}",3,12.279000997543335
True,False,True,True,False,False,True,False,True,False,False,False,SELECT * FROM disease_indicators ORDER BY disease_indicators.location ;,"{'FILTER_LOW', 'JOIN'}",4,11.646931409835815
True,False,True,True,False,False,True,False,False,True,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location ;,"{'FILTER_LOW', 'SORTING'}",0,9.119823694229126
True,False,True,True,False,False,True,False,False,True,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location ;,"{'FILTER_LOW', 'SORTING'}",1,8.528641939163208
True,False,True,True,False,False,True,False,False,True,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location ;,"{'FILTER_LOW', 'SORTING'}",2,8.393083333969116
True,False,True,True,False,False,True,False,False,True,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location ;,"{'FILTER_LOW', 'SORTING'}",3,8.578749656677246
True,False,True,True,False,False,True,False,False,True,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location ;,"{'FILTER_LOW', 'SORTING'}",4,8.444373846054077
True,False,True,True,False,False,True,False,False,False,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location ORDER BY disease_indicators.location ;,{'FILTER_LOW'},0,15.03550124168396
True,False,True,True,False,False,True,False,False,False,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location ORDER BY disease_indicators.location ;,{'FILTER_LOW'},1,14.932632684707642
True,False,True,True,False,False,True,False,False,False,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location ORDER BY disease_indicators.location ;,{'FILTER_LOW'},2,14.96598744392395
True,False,True,True,False,False,True,False,False,False,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location ORDER BY disease_indicators.location ;,{'FILTER_LOW'},3,14.642842292785645
True,False,True,True,False,False,True,False,False,False,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location ORDER BY disease_indicators.location ;,{'FILTER_LOW'},4,14.595114946365356
True,False,True,True,False,False,False,False,True,True,False,False,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'JOIN'}",0,0.8355586528778076
True,False,True,True,False,False,False,False,True,True,False,False,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'JOIN'}",1,0.6996150016784668
True,False,True,True,False,False,False,False,True,True,False,False,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'JOIN'}",2,0.7203166484832764
True,False,True,True,False,False,False,False,True,True,False,False,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'JOIN'}",3,0.7616493701934814
True,False,True,True,False,False,False,False,True,True,False,False,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ;,"{'SORTING', 'JOIN'}",4,0.7114222049713135
True,False,True,True,False,False,False,False,True,False,False,False,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,{'JOIN'},0,0.6700446605682373
True,False,True,True,False,False,False,False,True,False,False,False,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,{'JOIN'},1,0.7151405811309814
True,False,True,True,False,False,False,False,True,False,False,False,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,{'JOIN'},2,0.6701562404632568
True,False,True,True,False,False,False,False,True,False,False,False,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,{'JOIN'},3,0.6809277534484863
True,False,True,True,False,False,False,False,True,False,False,False,SELECT * FROM disease_indicators WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,{'JOIN'},4,0.650111198425293
True,False,True,True,False,False,False,False,False,True,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ;,{'SORTING'},0,0.6445920467376709
True,False,True,True,False,False,False,False,False,True,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ;,{'SORTING'},1,0.6436285972595215
True,False,True,True,False,False,False,False,False,True,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ;,{'SORTING'},2,0.7248203754425049
True,False,True,True,False,False,False,False,False,True,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ;,{'SORTING'},3,0.6895251274108887
True,False,True,True,False,False,False,False,False,True,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ;,{'SORTING'},4,0.9113214015960693
True,False,True,True,False,False,False,False,False,False,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,set(),0,0.7338871955871582
True,False,True,True,False,False,False,False,False,False,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,set(),1,0.6277973651885986
True,False,True,True,False,False,False,False,False,False,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,set(),2,0.6404845714569092
True,False,True,True,False,False,False,False,False,False,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,set(),3,0.6252167224884033
True,False,True,True,False,False,False,False,False,False,False,False,SELECT * FROM disease_indicators JOIN national_obesity ON disease_indicators.location = national_obesity.national_location WHERE disease_indicators.location = 'Texas' ORDER BY disease_indicators.location ;,set(),4,0.6324973106384277
True,False,True,False,True,True,True,False,True,False,True,True,SELECT * FROM disease_indicators ;,"{'FILTER_LOW', 'JOIN', 'AGREGGATE', 'GROUPING'}",0,5.106774806976318
True,False,True,False,True,True,True,False,True,False,True,True,SELECT * FROM disease_indicators ;,"{'FILTER_LOW', 'JOIN', 'AGREGGATE', 'GROUPING'}",1,5.131563425064087
True,False,True,False,True,True,True,False,True,False,True,True,SELECT * FROM disease_indicators ;,"{'FILTER_LOW', 'JOIN', 'AGREGGATE', 'GROUPING'}",2,5.156289577484131
True,False,True,False,True,True,True,False,True,False,True,True,SELECT * FROM disease_indicators ;,"{'FILTER_LOW', 'JOIN', 'AGREGGATE', 'GROUPING'}",3,5.147062063217163
True,False,True,False,True,True,True,False,True,False,True,True,SELECT * FROM disease_indicators ;,"{'FILTER_LOW', 'JOIN', 'AGREGGATE', 'GROUPING'}",4,5.312896251678467
True,False,True,False,True,True,True,False,True,False,True,False,SELECT disease_indicators.location FROM disease_indicators GROUP BY disease_indicators.location ;,"{'FILTER_LOW', 'JOIN', 'AGREGGATE'}",0,0.47703075408935547
True,False,True,False,True,True,True,False,True,False,True,False,SELECT disease_indicators.location FROM disease_indicators GROUP BY disease_indicators.location ;,"{'FILTER_LOW', 'JOIN', 'AGREGGATE'}",1,0.5132637023925781
True,False,True,False,True,True,True,False,True,False,True,False,SELECT disease_indicators.location FROM disease_indicators GROUP BY disease_indicators.location ;,"{'FILTER_LOW', 'JOIN', 'AGREGGATE'}",2,0.4977223873138428
True,False,True,False,True,True,True,False,True,False,True,False,SELECT disease_indicators.location FROM disease_indicators GROUP BY disease_indicators.location ;,"{'FILTER_LOW', 'JOIN', 'AGREGGATE'}",3,0.7519092559814453
