filtering_low,filtering_high,joining,sorting,agregating,grouping,filter_low_pandas,filtering_high_pandas,join_pandas,sort_pandas,agregate_pandas,grouping_pandas,query,pandas_query,iteration,time
True,False,True,True,False,True,True,False,False,False,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id GROUP BY electric_vehicles.state ORDER BY electric_vehicles.state ;,{'FILTER_LOW'},1,0.3116292953491211
True,False,True,True,False,True,True,False,False,False,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id GROUP BY electric_vehicles.state ORDER BY electric_vehicles.state ;,{'FILTER_LOW'},2,0.3382596969604492
True,False,True,True,False,True,True,False,False,False,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id GROUP BY electric_vehicles.state ORDER BY electric_vehicles.state ;,{'FILTER_LOW'},3,0.3352987766265869
True,False,True,True,False,True,True,False,False,False,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id GROUP BY electric_vehicles.state ORDER BY electric_vehicles.state ;,{'FILTER_LOW'},4,0.37364935874938965
True,False,True,True,False,True,False,False,True,True,False,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'JOIN', 'GROUPING'}",0,4.1549155712127686
True,False,True,True,False,True,False,False,True,True,False,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'JOIN', 'GROUPING'}",1,3.7863945960998535
True,False,True,True,False,True,False,False,True,True,False,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'JOIN', 'GROUPING'}",2,4.149740219116211
True,False,True,True,False,True,False,False,True,True,False,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'JOIN', 'GROUPING'}",3,4.086966037750244
True,False,True,True,False,True,False,False,True,True,False,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'JOIN', 'GROUPING'}",4,4.089564800262451
True,False,True,True,False,True,False,False,True,False,False,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,"{'JOIN', 'GROUPING'}",0,4.139488697052002
True,False,True,True,False,True,False,False,True,False,False,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,"{'JOIN', 'GROUPING'}",1,4.455737829208374
True,False,True,True,False,True,False,False,True,False,False,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,"{'JOIN', 'GROUPING'}",2,4.125279903411865
True,False,True,True,False,True,False,False,True,False,False,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,"{'JOIN', 'GROUPING'}",3,4.067092657089233
True,False,True,True,False,True,False,False,True,False,False,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,"{'JOIN', 'GROUPING'}",4,4.481328725814819
True,False,True,True,False,True,False,False,False,True,False,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'GROUPING'}",0,0.13110589981079102
True,False,True,True,False,True,False,False,False,True,False,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'GROUPING'}",1,0.136854887008667
True,False,True,True,False,True,False,False,False,True,False,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'GROUPING'}",2,0.35574817657470703
True,False,True,True,False,True,False,False,False,True,False,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'GROUPING'}",3,0.20299339294433594
True,False,True,True,False,True,False,False,False,True,False,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'GROUPING'}",4,0.2214794158935547
True,False,True,True,False,True,False,False,False,True,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' GROUP BY electric_vehicles.state ;,{'SORTING'},0,0.14596986770629883
True,False,True,True,False,True,False,False,False,True,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' GROUP BY electric_vehicles.state ;,{'SORTING'},1,0.11621809005737305
True,False,True,True,False,True,False,False,False,True,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' GROUP BY electric_vehicles.state ;,{'SORTING'},2,0.13965725898742676
True,False,True,True,False,True,False,False,False,True,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' GROUP BY electric_vehicles.state ;,{'SORTING'},3,0.13272857666015625
True,False,True,True,False,True,False,False,False,True,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' GROUP BY electric_vehicles.state ;,{'SORTING'},4,0.12310528755187988
True,False,True,True,False,True,False,False,False,False,False,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,{'GROUPING'},0,0.1327965259552002
True,False,True,True,False,True,False,False,False,False,False,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,{'GROUPING'},1,0.13334941864013672
True,False,True,True,False,True,False,False,False,False,False,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,{'GROUPING'},2,0.13743853569030762
True,False,True,True,False,True,False,False,False,False,False,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,{'GROUPING'},3,0.13454937934875488
True,False,True,True,False,True,False,False,False,False,False,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,{'GROUPING'},4,0.12945246696472168
True,False,True,True,False,True,False,False,False,False,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' GROUP BY electric_vehicles.state ORDER BY electric_vehicles.state ;,set(),0,0.11468696594238281
True,False,True,True,False,True,False,False,False,False,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' GROUP BY electric_vehicles.state ORDER BY electric_vehicles.state ;,set(),1,0.12888002395629883
True,False,True,True,False,True,False,False,False,False,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' GROUP BY electric_vehicles.state ORDER BY electric_vehicles.state ;,set(),2,0.11611413955688477
True,False,True,True,False,True,False,False,False,False,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' GROUP BY electric_vehicles.state ORDER BY electric_vehicles.state ;,set(),3,0.11750674247741699
True,False,True,True,False,True,False,False,False,False,False,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' GROUP BY electric_vehicles.state ORDER BY electric_vehicles.state ;,set(),4,0.14153599739074707
True,False,True,True,False,False,True,False,True,True,False,False,SELECT * FROM electric_vehicles ;,"{'SORTING', 'JOIN', 'FILTER_LOW'}",0,4.863085031509399
True,False,True,True,False,False,True,False,True,True,False,False,SELECT * FROM electric_vehicles ;,"{'SORTING', 'JOIN', 'FILTER_LOW'}",1,4.783968210220337
True,False,True,True,False,False,True,False,True,True,False,False,SELECT * FROM electric_vehicles ;,"{'SORTING', 'JOIN', 'FILTER_LOW'}",2,5.035377025604248
True,False,True,True,False,False,True,False,True,True,False,False,SELECT * FROM electric_vehicles ;,"{'SORTING', 'JOIN', 'FILTER_LOW'}",3,5.274352788925171
True,False,True,True,False,False,True,False,True,True,False,False,SELECT * FROM electric_vehicles ;,"{'SORTING', 'JOIN', 'FILTER_LOW'}",4,4.693114280700684
True,False,True,True,False,False,True,False,True,False,False,False,SELECT * FROM electric_vehicles ORDER BY electric_vehicles.state ;,"{'JOIN', 'FILTER_LOW'}",0,5.003838539123535
True,False,True,True,False,False,True,False,True,False,False,False,SELECT * FROM electric_vehicles ORDER BY electric_vehicles.state ;,"{'JOIN', 'FILTER_LOW'}",1,4.983731508255005
True,False,True,True,False,False,True,False,True,False,False,False,SELECT * FROM electric_vehicles ORDER BY electric_vehicles.state ;,"{'JOIN', 'FILTER_LOW'}",2,4.93330454826355
True,False,True,True,False,False,True,False,True,False,False,False,SELECT * FROM electric_vehicles ORDER BY electric_vehicles.state ;,"{'JOIN', 'FILTER_LOW'}",3,5.644606351852417
True,False,True,True,False,False,True,False,True,False,False,False,SELECT * FROM electric_vehicles ORDER BY electric_vehicles.state ;,"{'JOIN', 'FILTER_LOW'}",4,4.742755889892578
True,False,True,True,False,False,True,False,False,True,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ;,"{'SORTING', 'FILTER_LOW'}",0,8.957310914993286
True,False,True,True,False,False,True,False,False,True,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ;,"{'SORTING', 'FILTER_LOW'}",1,9.098470687866211
True,False,True,True,False,False,True,False,False,True,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ;,"{'SORTING', 'FILTER_LOW'}",2,9.450555562973022
True,False,True,True,False,False,True,False,False,True,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ;,"{'SORTING', 'FILTER_LOW'}",3,9.321385622024536
True,False,True,True,False,False,True,False,False,True,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ;,"{'SORTING', 'FILTER_LOW'}",4,9.382476806640625
True,False,True,True,False,False,True,False,False,False,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ORDER BY electric_vehicles.state ;,{'FILTER_LOW'},0,10.491596937179565
True,False,True,True,False,False,True,False,False,False,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ORDER BY electric_vehicles.state ;,{'FILTER_LOW'},1,10.434881925582886
True,False,True,True,False,False,True,False,False,False,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ORDER BY electric_vehicles.state ;,{'FILTER_LOW'},2,9.781696081161499
True,False,True,True,False,False,True,False,False,False,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ORDER BY electric_vehicles.state ;,{'FILTER_LOW'},3,10.064008951187134
True,False,True,True,False,False,True,False,False,False,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ORDER BY electric_vehicles.state ;,{'FILTER_LOW'},4,9.738885164260864
True,False,True,True,False,False,False,False,True,True,False,False,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'JOIN'}",0,3.9826242923736572
True,False,True,True,False,False,False,False,True,True,False,False,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'JOIN'}",1,3.9616637229919434
True,False,True,True,False,False,False,False,True,True,False,False,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'JOIN'}",2,4.538540601730347
True,False,True,True,False,False,False,False,True,True,False,False,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'JOIN'}",3,4.276063919067383
True,False,True,True,False,False,False,False,True,True,False,False,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'SORTING', 'JOIN'}",4,4.153111219406128
True,False,True,True,False,False,False,False,True,False,False,False,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,{'JOIN'},0,4.666085243225098
True,False,True,True,False,False,False,False,True,False,False,False,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,{'JOIN'},1,4.285313844680786
True,False,True,True,False,False,False,False,True,False,False,False,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,{'JOIN'},2,4.0385823249816895
True,False,True,True,False,False,False,False,True,False,False,False,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,{'JOIN'},3,4.110050439834595
True,False,True,True,False,False,False,False,True,False,False,False,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,{'JOIN'},4,4.152698516845703
True,False,True,True,False,False,False,False,False,True,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ;,{'SORTING'},0,0.2623569965362549
True,False,True,True,False,False,False,False,False,True,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ;,{'SORTING'},1,0.17765212059020996
True,False,True,True,False,False,False,False,False,True,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ;,{'SORTING'},2,0.18720102310180664
True,False,True,True,False,False,False,False,False,True,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ;,{'SORTING'},3,0.1334683895111084
True,False,True,True,False,False,False,False,False,True,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ;,{'SORTING'},4,0.13816404342651367
True,False,True,True,False,False,False,False,False,False,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,set(),0,0.1257469654083252
True,False,True,True,False,False,False,False,False,False,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,set(),1,0.13515639305114746
True,False,True,True,False,False,False,False,False,False,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,set(),2,0.1238255500793457
True,False,True,True,False,False,False,False,False,False,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,set(),3,0.1269981861114502
True,False,True,True,False,False,False,False,False,False,False,False,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id WHERE electric_vehicles.state = 'NY' ORDER BY electric_vehicles.state ;,set(),4,0.12198400497436523
True,False,True,False,True,True,True,False,True,False,True,True,SELECT * FROM electric_vehicles ;,"{'JOIN', 'AGREGGATE', 'GROUPING', 'FILTER_LOW'}",0,5.023240089416504
True,False,True,False,True,True,True,False,True,False,True,True,SELECT * FROM electric_vehicles ;,"{'JOIN', 'AGREGGATE', 'GROUPING', 'FILTER_LOW'}",1,4.86212420463562
True,False,True,False,True,True,True,False,True,False,True,True,SELECT * FROM electric_vehicles ;,"{'JOIN', 'AGREGGATE', 'GROUPING', 'FILTER_LOW'}",2,5.088504314422607
True,False,True,False,True,True,True,False,True,False,True,True,SELECT * FROM electric_vehicles ;,"{'JOIN', 'AGREGGATE', 'GROUPING', 'FILTER_LOW'}",3,5.016788721084595
True,False,True,False,True,True,True,False,True,False,True,True,SELECT * FROM electric_vehicles ;,"{'JOIN', 'AGREGGATE', 'GROUPING', 'FILTER_LOW'}",4,4.863758563995361
True,False,True,False,True,True,True,False,False,False,True,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ;,"{'AGREGGATE', 'GROUPING', 'FILTER_LOW'}",0,8.282710790634155
True,False,True,False,True,True,True,False,False,False,True,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ;,"{'AGREGGATE', 'GROUPING', 'FILTER_LOW'}",1,8.686110258102417
True,False,True,False,True,True,True,False,False,False,True,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ;,"{'AGREGGATE', 'GROUPING', 'FILTER_LOW'}",2,8.460898399353027
True,False,True,False,True,True,True,False,False,False,True,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ;,"{'AGREGGATE', 'GROUPING', 'FILTER_LOW'}",3,8.970659732818604
True,False,True,False,True,True,True,False,False,False,True,True,SELECT * FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id ;,"{'AGREGGATE', 'GROUPING', 'FILTER_LOW'}",4,8.438920021057129
True,False,True,False,True,True,True,False,False,False,True,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id GROUP BY electric_vehicles.state ;,"{'AGREGGATE', 'FILTER_LOW'}",0,0.3513658046722412
True,False,True,False,True,True,True,False,False,False,True,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id GROUP BY electric_vehicles.state ;,"{'AGREGGATE', 'FILTER_LOW'}",1,0.30701637268066406
True,False,True,False,True,True,True,False,False,False,True,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id GROUP BY electric_vehicles.state ;,"{'AGREGGATE', 'FILTER_LOW'}",2,0.33335161209106445
True,False,True,False,True,True,True,False,False,False,True,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id GROUP BY electric_vehicles.state ;,"{'AGREGGATE', 'FILTER_LOW'}",3,0.324725866317749
True,False,True,False,True,True,True,False,False,False,True,False,SELECT electric_vehicles.state FROM electric_vehicles JOIN vehicle_transactions ON electric_vehicles.dol_id = vehicle_transactions.dol_id GROUP BY electric_vehicles.state ;,"{'AGREGGATE', 'FILTER_LOW'}",4,0.3211047649383545
True,False,True,False,True,True,False,False,True,False,True,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'JOIN', 'AGREGGATE', 'GROUPING'}",0,4.430384397506714
True,False,True,False,True,True,False,False,True,False,True,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'JOIN', 'AGREGGATE', 'GROUPING'}",1,3.885791301727295
True,False,True,False,True,True,False,False,True,False,True,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'JOIN', 'AGREGGATE', 'GROUPING'}",2,4.151007413864136
True,False,True,False,True,True,False,False,True,False,True,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'JOIN', 'AGREGGATE', 'GROUPING'}",3,4.092052936553955
True,False,True,False,True,True,False,False,True,False,True,True,SELECT * FROM electric_vehicles WHERE electric_vehicles.state = 'NY' ;,"{'JOIN', 'AGREGGATE', 'GROUPING'}",4,4.518181562423706
